"","year","codel2_2016","TO_5","TO_6","TO_MULTI","TO_10","TO_8","TO_TA","TO_1","TO_4","TO_9","TO_11","TO_3","TO_7","TO_2","TO_12","TO_13"
"653",2018,"AT33",0,515046,2065844,6608417,0,1721,4433858,12326888,2432031,765163,6298204,0,0,0,0
"654",2018,"AT34",0,0,1895470,2181401,0,26397,3623275,1428730,3066742,227190,3948473,0,0,0,0
"655",2018,"BE",0,3030354,0,0,0,3051263,3537210,0,0,0,0,0,0,0,0
"656",2018,"BE1",0,5224160,5947364,25356294,57316346,4967859,8861061,0,66569298,0,15645710,0,0,0,0
"657",2018,"BE10",79389,0,0,0,0,61466,92611,0,0,0,0,0,0,0,0
"658",2018,"BE2",0,12541112,13999855,23813302,155966736,18355052,95426376,18716137,44217538,0,19151647,0,0,0,0
"659",2018,"BE21",0,0,252165,0,0,272373,2464844,2274930,0,0,0,0,0,0,0
"660",2018,"BE22",0,0,0,0,0,0,984029,0,0,0,0,0,0,0,0
"661",2018,"BE23",0,400775,220126,0,0,0,4683674,297738,0,0,0,0,0,0,0
"662",2018,"BE24",0,0,3817470,0,0,0,2564948,0,0,0,0,0,0,0,0
"663",2018,"BE25",423114,1668326,1175890,0,0,405759,3466132,3040627,0,0,328142,0,0,0,0
"664",2018,"BE3",0,361053,16385747,67254516,46376599,9336607,3600177,10986306,92598710,0,0,0,0,0,0
"665",2018,"BE31",0,0,4141249,188775,0,136263,4780084,697360,0,0,1348858,0,0,0,0
"666",2018,"BE32",0,7632559,65854418,8831616,0,1165281,50680873,3309275,0,0,1617389,0,0,0,0
"667",2018,"BE33",0,3979646,22897003,4925763,2091233,449588,39040484,1111507,4214306,0,0,0,0,0,0
"668",2018,"BE34",0,146350,2950975,0,0,0,2662820,0,0,0,0,0,0,0,0
"669",2018,"BE35",0,555381,16384146,723947,0,2008054,9061652,4761524,0,0,322790,0,0,0,0
"670",2018,"BG",10211734,210140788,657061698,107807385,76681017,74875488,1.5e+07,27954320,181592469,40124268,139298221,267280777,0,0,0
"671",2018,"BG31",1137721,4498790,42641252,0,743697,498872,40191879,0,0,393963,88718268,2024911,0,0,0
"672",2018,"BG32",404244,918754,17281895,0,1913766,683876,8001546,0,0,761210,46785943,414741,0,0,0
"673",2018,"BG33",0,543693,10512226,0,525152,589938,3124929,0,0,321401,23503508,611655,0,0,0
"674",2018,"BG34",0,0,15313661,0,0,629872,13393773,0,0,0,36615971,0,0,0,0
"675",2018,"BG41",4918836,1099481,18847183,0,288201,8744066,11179188,0,129126,2349640,63796583,0,0,0,0
"676",2018,"BG42",0,0,44416729,0,0,783237,13170459,0,101432,46911,96216117,1711732,0,0,0
"677",2018,"CH03",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"678",2018,"CH04",0,0,77608,0,0,0,0,0,0,0,0,0,0,0,0
"679",2018,"CH05",0,0,1244566,0,0,0,0,0,0,34627,0,0,0,0,0
"680",2018,"CY",0,31300893,224848712,0,38115304,13715484,0,0,23722275,0,0,0,11797320,0,0
"681",2018,"CY00",0,432542,2001287,0,0,392473,0,388173,0,0,0,0,0,0,0
"682",2018,"CZ",0,898822,0,0,0,338815,15000,0,0,0,0,0,0,0,0
"683",2018,"CZ0",6222049,0,-232587,0,0,0,0,0,0,0,48575178,0,0,0,0
"684",2018,"CZ01",0,6904003,32106577,59882785,21250932,111636671,66928590,23773632,23943017,9542957,0,28525869,0,0,0
"685",2018,"CZ02",0,36344842,246443988,6089905,60927782,21365635,230237313,18960522,19670051,2649366,54107913,215774281,18043344,0,0
"686",2018,"CZ03",906996,46937321,262823680,12284308,61954551,29001074,89931247,11252374,22728146,4086892,35383899,246170814,11945914,0,0
"687",2018,"CZ04",4645883,27892397,125522454,5491530,101965338,18478332,22150988,14852985,26395588,2315244,100668818,122394768,9132696,0,0
"688",2018,"CZ05",3363196,50054205,288164184,24844125,89038140,30864905,97252503,23456690,37486730,6319865,66667512,133466945,15245851,0,0
"689",2018,"CZ06",495023,34603286,346111978,47154428,105864630,33987775,139234566,19441138,29132516,8428624,103856151,453040931,94548281,0,0
"690",2018,"CZ07",1123459,32250743,263367096,20829672,110488003,21354727,102099193,24517326,34713912,3440656,110519811,154326077,10819403,0,0
"691",2018,"CZ08",1589161,51564209,228806339,16977712,104306700,12979823,53565470,14419263,25951715,4007622,89279599,222759715,18570996,0,0
"692",2018,"DE",0,5114494,0,614044148,437445763,36263722,1662548,2024244,715023444,0,0,6216098,0,0,0
"693",2018,"DE1",0,0,0,0,5388641,0,0,0,0,0,0,0,0,0,0
"694",2018,"DE11",0,0,976975,26609742,79896382,10050504,44078128,8268690,32576063,899125,0,0,0,0,0
"695",2018,"DE12",0,0,2551935,11692978,23580542,1141905,12461680,5223431,20457717,0,0,0,0,0,0
"696",2018,"DE13",0,0,2653977,8046127,19739999,784704,17451149,2723767,12245345,2099462,0,0,0,0,0
"697",2018,"DE14",0,0,3701161,7550430,15040358,1853444,15581110,2026659,10770543,221916,0,933833,0,0,0
"698",2018,"DE2",0,0,0,0,4555227,9739216,0,0,243276,0,29500000,0,0,0,0
"699",2018,"DE21",0,5207247,0,11701253,44111437,229969,1681411,12070755,6793586,1820307,15991639,0,0,0,0
"700",2018,"DE22",15916587,1907980,0,3713042,6941454,0,5197991,10981851,3705571,855223,76823163,0,0,0,0
"701",2018,"DE23",5687433,3438893,0,2813723,22954315,0,3870360,1200000,3401576,1338148,59596939,0,0,0,0
"702",2018,"DE24",9659576,7324200,0,1380338,14197543,0,19548032,597000,6699940,2208367,42195605,0,0,0,0
"703",2018,"DE25",0,979325,0,4663186,12378378,0,9588142,488193,3371464,0,645661,0,0,0,0
"704",2018,"DE26",0,8790800,0,4105918,18225859,0,20325771,14125092,1870554,0,35164072,0,0,0,0
"705",2018,"DE27",0,780552,629450,7806884,17239201,0,6908687,38182705,3871987,406039,27616309,0,0,0,0
"706",2018,"DE3",0,0,0,0,1744359,0,0,0,0,0,0,0,0,0,0
"707",2018,"DE30",0,2141919,84385034,68103321,24229399,18403107,257601405,62083744,22674734,256388,61218606,0,0,0,0
"708",2018,"DE4",0,174178,0,420880,139296,1610928,0,0,0,5158878,0,2750941,0,0,0
"709",2018,"DE40",0,0,11372976,117140113,35176653,19138671,78058721,13377338,54339356,34466,88610433,1827133,0,0,0
"710",2018,"DE5",0,0,0,12408055,4986982,2438144,0,0,26421864,0,0,0,0,0,0
"711",2018,"DE50",0,171178,0,0,0,3734854,11009271,4585064,8342251,0,7088998,0,0,0,0
"712",2018,"DE6",0,0,0,0,3302592,0,0,0,0,0,0,0,0,0,0
"713",2018,"DE60",0,1811135,0,28420732,27446767,2721981,19576944,19839804,35062480,0,0,4040493,0,0,0
"714",2018,"DE7",0,0,0,72174173,5573831,21821530,2064382,0,93623292,0,6913859,0,0,0,0
"715",2018,"DE71",0,0,6625059,0,298176,0,3342914,7857958,0,0,8714582,0,0,0,0
"716",2018,"DE72",0,0,0,0,0,0,5695750,2128983,0,0,25197785,0,0,0,0
"717",2018,"DE73",0,1484358,268149,0,0,0,4567026,1137138,0,0,27125310,0,0,0,0
"718",2018,"DE8",0,733920,0,0,98751,0,0,0,0,169042,2043246,0,0,0,0
"719",2018,"DE80",0,1367944,25002297,53702329,16627017,32237483,114845127,30001596,31363020,1187729,238212100,2548032,0,0,0
"720",2018,"DE9",0,0,0,246199,4336425,19193653,0,0,193800,0,0,0,0,0,0
"721",2018,"DE91",0,1475851,866028,2283990,5793305,0,10936288,5442739,20100484,0,79358061,0,0,0,0
"722",2018,"DE92",0,1402547,1302546,4241676,8219308,0,19033732,3231500,24808527,0,66964709,0,0,0,0
"723",2018,"DE93",0,1682405,1803621,6212989,12222865,0,8997164,3946902,23441735,0,100618916,0,0,0,0
"724",2018,"DE94",0,6098690,16764876,5089151,14437784,0,18097259,8105351,40790182,9678386,57892479,0,0,0,0
"725",2018,"DEA",0,0,353090,192215497,367841807,58036553,46002544,89104589,208876346,0,16199894,0,0,0,0
"726",2018,"DEA1",0,0,21166612,0,74790,10342174,44510718,24189589,0,9579296,16615434,0,0,0,0
"727",2018,"DEA2",0,0,50000,0,458051,0,77967292,8686676,0,0,15304680,0,0,0,0
"728",2018,"DEA3",0,0,23045914,0,0,3002203,14707371,8421842,0,8231730,11238202,0,0,0,0
"729",2018,"DEA4",0,0,45969,0,0,0,14860424,2241830,0,214228,13416665,0,0,0,0
"730",2018,"DEA5",0,814315,1429466,0,0,1335398,41840457,3269705,0,0,20999590,0,0,0,0
"731",2018,"DEB",0,0,0,65183504,15084316,3758383,0,0,26426409,0,0,0,0,0,0
"732",2018,"DEB1",0,0,0,0,0,0,5847775,14591871,0,0,41554075,0,0,0,0
"733",2018,"DEB2",0,0,0,0,0,0,221000,17228757,0,0,39679706,0,0,0,0
"734",2018,"DEB3",0,3146217,0,0,0,4292294,29783156,14697406,0,0,6910454,0,0,0,0
"735",2018,"DEC",0,0,0,0,345516,0,0,0,0,0,0,0,0,0,0
"736",2018,"DEC0",0,371053,2937366,14740253,6517805,6267364,10777966,14059676,52139961,0,24698082,0,0,0,0
"737",2018,"DED",0,0,0,0,11194167,13888969,0,0,0,0,0,0,0,0,0
"738",2018,"DED2",59137631,13667002,4024463,27890192,21999864,5141214,205120980,19970143,28001932,7757656,67979139,0,0,0,0
"739",2018,"DED4",35724948,5584312,10457175,24975506,7750463,0,56608741,23347753,18201645,5712379,17224980,0,0,0,0
"740",2018,"DED5",9726576,0,1773094,9634057,6852487,0,34550832,10843313,14061395,0,19701883,0,0,0,0
"741",2018,"DEE",0,0,0,7546037,20867441,15784136,3116972,0,1691203,0,72500000,0,0,0,0
"742",2018,"DEE0",11172156,1011198,0,44970858,85443073,16356382,126184903,9644351,57681775,0,55784676,0,0,0,0
"743",2018,"DEF0",0,3956523,0,79405232,24636974,18303513,59437273,11955136,18860767,2877319,89954842,423700,0,0,0
"744",2018,"DEG",0,0,0,0,498999,0,0,0,0,0,0,0,0,0,0
"745",2018,"DEG0",0,0,72795340,68232902,53603545,12722724,96606263,38044967,63596109,0,335705980,0,0,0,0
"746",2018,"DK",0,0,0,0,0,3645044,2864155,0,0,0,0,0,0,0,0
"747",2018,"DK0",0,0,3088501,20810136,54632418,17984868,42816947,7210929,18186045,0,33955745,0,0,0,0
"748",2018,"DK01",0,0,0,0,2421726,0,6074322,1928937,0,1161780,0,1003529,0,0,0
"749",2018,"DK02",0,0,0,0,2061648,0,2439031,0,0,2111438,36567,0,0,0,0
"750",2018,"DK03",0,6706022,0,0,611533,0,3971754,0,0,2147873,0,0,0,0,0
"751",2018,"DK04",0,0,0,0,9508625,40068,1134700,0,0,0,0,0,0,0,0
"752",2018,"DK05",0,0,0,0,2531678,0,533414,1800569,0,0,0,0,0,0,0
"753",2018,"EE00",0,24168412,288065660,123554066,58686353,41786693,208502984,220649509,91506767,32178497,2229055,306131828,57724423,0,0
"754",2018,"EL",0,108856,0,0,0,0,122293,0,0,0,0,133295,0,0,0
"755",2018,"EL30",40554121,69566971,232855025,87661342,48392299,44193691,5566420,149875823,96451795,7678876,12500000,35778749,37814616,0,0
"756",2018,"EL41",61337,212923,65214297,13261014,2895571,5873667,0,0,0,1917028,0,30544142,996318,0,0
"757",2018,"EL42",86595,35967277,68765376,12388981,3906535,8566049,0,0,0,765482,0,0,1129467,0,0
"758",2018,"EL43",182620,49493224,103991078,39328698,10182826,9498382,0,0,27908357,3131722,0,49227528,996318,0,0
"759",2018,"EL51",664112,18014998,193847661,41353318,11433663,24634809,0,0,95319,8530035,0,4266851,5752933,0,0
"760",2018,"EL52",6071447,81075892,260245081,118964812,32070400,44072260,213208,361918913,87548295,9246606,0,199661203,5752933,0,0
"761",2018,"EL53",7737897,18854272,45459357,20403424,4669118,6013011,0,5407446,18618149,1918076,1250000,30677344,996318,0,0
"762",2018,"EL54",238401,27881635,153601069,16686293,6563214,18690470,0,0,0,8580995,0,552791,5752933,0,0
"763",2018,"EL61",383321,27376386,143037557,30862646,13040215,24376166,30000,0,0,8405210,0,25410440,5752933,0,0
"764",2018,"EL62",69318,9701956,72171001,11802553,3456365,5593819,0,0,0,1918076,0,4872931,996318,0,0
"765",2018,"EL63",320024,33671531,188180733,53692620,12768080,23825821,1636491,0,0,8656043,0,120794504,5752933,0,0
"766",2018,"EL64",4373497,28695964,65780801,30924768,5495932,12630685,0,0,43619806,4834700,731820,78533930,2304846,0,0
"767",2018,"EL65",396093,11899020,90654959,20448744,8035764,9311362,0,30000,0,2280781,0,29257956,996318,0,0
"768",2018,"ES",0,116872,0,247717743,1883775030,33736475,0,0,454084677,0,772288241,0,0,0,0
"769",2018,"ES11",11419863,37666901,1569825,72911862,19907983,1982487,140370159,62635427,55385266,2314908,30613555,272055990,68014673,0,0
"770",2018,"ES12",0,31311167,0,11355413,5558751,1088280,21376733,28490876,9581163,0,18533084,0,3639620,0,0
"771",2018,"ES13",0,323343,1558589,9085255,4323422,2488376,15440619,5969071,4416126,0,24446676,0,17857150,0,0
"772",2018,"ES21",9733391,6014649,4184814,0,30540217,1078278,62780761,58211594,6636549,0,6396308,953356,9629866,0,0
"773",2018,"ES22",197079,2387535,2643365,0,0,51068,48382146,25173238,3955980,0,9039238,342461,579516,0,0
"774",2018,"ES23",0,570052,109180,600373,1855520,169081,10365773,2172775,728287,0,13191683,0,4189191,0,0
"775",2018,"ES24",1553400,9984430,2315337,4160091,13329493,386783,16985887,3639913,13220051,0,2296292,16482,32131363,0,0
"776",2018,"ES3",0,0,0,54840184,8535823,74603,0,0,47008419,0,0,0,0,0,0
"777",2018,"ES30",35966,0,1430060,0,0,585031,171648536,35419642,3787385,223053,12299383,0,9204004,0,0
"778",2018,"ES41",0,24915768,1914099,5046932,10013975,640050,69909338,17727533,1047536,576065,45292829,64391893,10034154,0,0
"779",2018,"ES42",0,21399096,0,50942913,50604480,3081264,51637161,4671569,6078108,0,42388028,0,20752212,0,0
"780",2018,"ES43",546575,22112240,489904,104774168,72797334,1426727,20525388,5300778,8140501,25894,26693617,56546226,22911484,0,0
"781",2018,"ES51",423087,5050479,1971574,15704028,16438171,5080519,203460682,164485281,20578910,0,25387968,67382,78983257,0,0
"782",2018,"ES52",0,501688,0,25397901,4207745,3635607,173117421,30064451,1202331,0,16733713,0,72066123,0,0
"783",2018,"ES53",0,18652574,0,6090295,0,180959,3767858,18021278,4968945,0,240280,0,5767580,0,0
"784",2018,"ES61",5392764,70092367,70677644,246025304,44278850,30220790,232443793,32406725,32582038,232237,179001510,220587183,73112732,0,0
"785",2018,"ES62",0,13160612,890484,6960020,18042397,582939,44059204,10697669,0,0,26731841,0,18347667,0,0
"786",2018,"ES63",0,180000,0,0,1008750,83387,120735,1665174,4811527,0,2206217,928181,10417,0,0
"787",2018,"ES64",0,2036018,0,4208411,646124,472577,0,3520975,1300923,0,989804,868375,0,0,0
"788",2018,"ES7",637363,1463227,0,0,0,642820,2415174,0,0,459532,1954295,0,0,0,0
"789",2018,"ES70",0,0,181750265,15140831,69686,1119933,18624358,341687,15929901,0,9692241,0,12313253,0,0
"790",2018,"ESZZ",0,0,0,0,0,0,310618,0,0,0,4003,0,0,0,0
"791",2018,"FI",0,16905956,0,6354316,0,5524192,0,0,0,0,14148236,9321414,0,0,0
"792",2018,"FI1",0,0,33950893,38822909,27295181,24072948,0,0,26185373,0,4e+07,0,0,0,0
"793",2018,"FI19",0,3243125,70935926,15294549,19629175,2644702,3595213,30000,7810050,0,625515,1621321,0,0,0
"794",2018,"FI1B",0,988947,8222712,3697409,19583314,0,205173,0,4128743,307869,0,1697274,0,0,0
"795",2018,"FI1C",0,3976536,61482431,13381035,18566784,2783238,206523,0,6820954,590354,0,5479613,0,0,0
"796",2018,"FI1D",0,4076838,361816154,56660769,78021446,10201612,10904224,1237183,32743013,0,7434328,0,0,0,0
"797",2018,"FI20",0,0,3268095,0,0,220770,0,0,0,0,0,0,0,0,0
"798",2018,"FR",1381243,11483467,147613461,4236614,577550928,52301440,6003119,6543041,245884254,0,17564683,6306683,2776181,0,0
"799",2018,"FR10",119613,971881,51303546,71053622,93635496,11634305,150000,14949485,192184726,0,0,0,6364539,0,0
"800",2018,"FR2",0,0,0,0,0,2412470,0,0,0,15966030,0,0,0,0,0
"801",2018,"FR91",6108641,35894443,98002353,17280907,64835535,3184088,0,13753749,15104351,0,3945234,23102433,7237676,0,0
"802",2018,"FRB0",2528956,23654929,6918276,20604985,40001324,7321836,39377736,9529223,27630650,0,36708106,0,23354044,0,0
"803",2018,"FRC1",0,10588352,82887991,34440720,4496160,1964123,0,16692495,45094533,0,0,0,11722843,0,0
"804",2018,"FRC2",0,1455435,61508778,19365556,2563079,5118295,3781354,44495309,37800075,0,0,10588759,2079876,0,0
"805",2018,"FRD1",0,10167906,103229411,9573738,16470255,679579,0,0,25935431,0,0,0,19838366,0,0
"806",2018,"FRD2",0,1325654,74152614,9594385,27548000,2924053,11716978,30382358,31904043,0,0,0,0,0,0
"807",2018,"FRE1",0,15877014,147853226,36831460,110056640,36868002,34937432,83462286,125413391,0,22738576,0,6552193,0,0
"808",2018,"FRE2",0,0,89086632,0,31164374,3072267,392001,31857005,41598659,0,0,0,31249595,0,0
"809",2018,"FRF1",0,0,20571551,27013467,8063201,4222640,51889554,15277231,43692178,3009198,11403148,0,4566346,0,0
"810",2018,"FRF2",0,0,101134903,13207457,22721806,334200,1018834,11019018,35578162,0,0,0,2053267,0,0
"811",2018,"FRF3",969666,4119013,25943966,43019085,10838319,1557277,35598152,62958903,64944881,0,139819461,0,3235037,0,0
"812",2018,"FRG0",0,0,34910083,52559748,3855153,5830755,121228889,68784145,93104428,0,12823983,0,23172712,0,0
"813",2018,"FRH0",0,15354,70871196,31070206,16576278,2283101,3975660,91462119,104978059,0,0,0,45363363,0,0
"814",2018,"FRI1",1577422,2430448,374119645,0,30782471,7848568,1377145,0,71339991,0,747958,3188919,25626048,0,0
"815",2018,"FRI2",0,1599495,24414676,10032741,1351474,2693368,0,11805413,31050236,0,0,0,3375406,0,0
"816",2018,"FRI3",0,5271906,4468435,12648419,13944386,2961531,13674807,23650408,55195492,0,19936831,0,2373235,0,0
"817",2018,"FRJ1",207205,3529242,180285829,18254413,65950170,836724,647330,0,80161979,0,0,449148,4041638,0,0
"818",2018,"FRJ2",2786410,16533049,28912663,36989969,22400573,8354290,81927618,21952658,57964746,0,121852944,15717,16125878,0,0
"819",2018,"FRK1",0,3162204,4940485,2490311,18610347,2705233,11148935,19345358,57266354,0,53296568,0,43747194,0,0
"820",2018,"FRK2",6674804,11962017,143424137,53506419,21291293,9247187,1437739,1116181,122763412,0,5205608,1377217,0,0,0
"821",2018,"FRL0",183756,6220133,130347551,92390896,3905806,10507019,770013,282301,84631236,0,604055,0,26045781,0,0
"822",2018,"FRM0",0,0,1098381,0,3862818,256265,0,0,3885567,0,0,0,0,0,0
"823",2018,"FRY2",0,38345525,63159092,23757764,43367799,5049157,697935,16373115,10576260,0,44380225,26796052,1454129,0,0
"824",2018,"FRY3",0,33175321,28599641,16812424,40738024,7758266,0,548882,3531121,1769047,127689,40321,4559329,22486260,0
"825",2018,"FRY4",2520422,325935,130478380,63710673,177971124,12028508,40631450,23175369,12080789,0,98018537,263464745,146340,0,0
"826",2018,"FRZZ",0,0,0,0,9773597,0,0,0,0,0,0,0,0,0,0
"827",2018,"GT",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"828",2018,"HR",0,0,0,69865125,181306514,22851045,1599226,640808,44553971,5607072,0,86642,0,0,0
"829",2018,"HR0",4087808,1072395,0,23822693,0,0,6553442,0,0,0,357351,99342,262757,0,0
"830",2018,"HR03",55193,45895058,0,21852573,0,1495682,7052088,26772712,6367285,92961,116536014,115468246,299022,0,0
"831",2018,"HR04",921833,110844656,0,54274659,0,64019841,29180999,51011289,45057254,0,255050747,62400703,324252,0,0
"832",2018,"HRZ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"833",2018,"HU",0,18407205,0,2417201,0,2291951,1334634,396469,0,5032083,484705,148754,0,0,0
"834",2018,"HU11",96401396,40901164,69203694,118506232,0,125680975,26117878,115402761,93445162,353610419,24472571,310217010,0,0,0
"835",2018,"HU21",2067875,59451583,30320444,28042795,29206843,0,36104470,35298412,45404336,25606921,123612565,150195313,758915,0,0
"836",2018,"HU22",2083274,27745307,45858604,31887275,19697723,0,21269555,32111937,24118745,8369436,80890945,144545593,1987448,0,0
"837",2018,"HU23",29865101,55961659,33389726,32586964,29520021,0,29850474,24158467,34422137,1085829,100486338,253570273,2974982,0,0
"838",2018,"HU31",5705884,52027625,33392451,69498373,35959221,0,30760262,67125600,35053448,1329250,118228762,115500751,2881366,0,0
"839",2018,"HU32",43886703,71933664,49198078,54516710,51337262,0,40420395,60583737,35404828,1488998,145362124,256400232,3776547,0,0
"840",2018,"HU33",11362218,41530274,64473093,54756032,56916798,0,97113962,49561315,43631343,3485295,149934431,103590746,2018609,0,0
"841",2018,"HUZZ",0,0,969943264,88539868,532621589,0,0,0,0,0,3441008,0,29935473,0,0
"842",2018,"IE",0,0,0,93871554,255775000,0,0,0,14505089,0,0,0,0,0,0
"843",2018,"IE0",0,697204,0,0,0,0,0,0,2546211,0,0,0,0,0,0
"844",2018,"IE04",16000,254363,19567,0,0,439700,39107894,21221299,12244708,0,14128285,480980,0,0,0
"845",2018,"IE05",1833105,71056,10859377,0,0,536670,53509606,24789396,0,0,11273258,0,0,0,0
"846",2018,"IS",0,0,0,0,0,0,367072,0,0,0,0,0,0,0,0
"847",2018,"IS00",0,0,0,0,0,0,182825,0,0,0,0,0,0,0,0
"848",2018,"IT",1807716,89037053,28497158,85965333,1583689173,100386932,112305758,11101193,113400836,121007445,152093032,364225074,68465170,0,0
"849",2018,"ITC1",0,0,4198540,134406880,177969130,20208959,49427008,84328334,61300129,42688,64385424,0,9705610,0,0
"850",2018,"ITC2",0,7050127,0,3512229,6916839,870225,5811597,1483996,956360,42048,1037868,0,12357705,0,0
"851",2018,"ITC3",4834527,576138,9751641,6949247,0,6477452,21341294,8583028,1175838,677308,29751320,0,12258043,0,0
"852",2018,"ITC4",0,2182585,3234535,175456535,122136071,20894784,81644700,17505487,51660312,1503485,69853108,0,7275467,0,0
"853",2018,"ITF1",82198,0,0,16195670,8459802,1131905,4042767,0,1877069,560043,21134,0,0,0,0
"854",2018,"ITF2",99834,452894,0,4162794,6171392,1177680,3208190,1675000,2798428,0,3881073,0,1324055,0,0
"855",2018,"ITF3",65068578,247322317,0,209771392,39500073,22861699,98129141,142990721,43248236,6442421,55264811,54296917,26093763,0,0
"856",2018,"ITF4",66500866,234296743,7855190,224742455,85567823,42325444,128830803,73125348,177274484,7824348,220253271,69031441,51957850,0,0
"857",2018,"ITF5",0,20550185,0,30068698,19178303,17015826,5882921,53022088,13919383,2624750,42450402,14060461,16806195,0,0
"858",2018,"ITF6",66691284,55603364,0,84633215,32429172,26523719,31647393,69325878,23742816,2936337,20033438,73089669,29540472,0,0
"859",2018,"ITG1",31515598,53380016,0,125407160,53934271,18804365,25817322,266794266,45861880,4527793,149155541,282041291,82801438,0,0
"860",2018,"ITG2",11966870,36332842,0,43822264,33178737,30902527,204616087,36312025,17296934,3480861,168293149,0,44297374,0,0
"861",2018,"ITH",0,0,0,10315885,0,0,0,0,0,0,0,0,0,0,0
"862",2018,"ITH1",6850983,2837100,0,675536,12069048,1617199,7202400,8450113,707991,139873,0,0,3930073,0,0
"863",2018,"ITH2",2079569,20000,0,16083861,17041782,3550752,8057039,6101233,5396022,387284,1168364,0,817023,0,0
"864",2018,"ITH3",12574640,1813522,20009807,125792082,81800768,8040221,32934014,25171088,46510969,5872295,43443519,123422,6326350,0,0
"865",2018,"ITH4",0,1377152,809036,25809969,42970530,5845252,22041103,12051193,10358154,1492339,22232112,100778,0,0,0
"866",2018,"ITH5",0,8963902,8129303,63942731,182564100,18529058,79180290,21371372,41513537,820173,31721039,0,9045957,0,0
"867",2018,"ITI1",0,7127646,5713035,57064781,120395785,11417616,146424475,13178036,40067542,2006792,72451644,0,15158473,0,0
"868",2018,"ITI2",0,8466349,6442785,22830378,21349261,4918443,18266214,8294275,7299025,1630189,14160271,0,3903314,0,0
"869",2018,"ITI3",2500000,4393019,2578574,21689058,30510925,4539057,23127179,17848349,9450702,1691612,15439498,100903,1218484,0,0
"870",2018,"ITI4",11622279,3014761,0,117897652,86238719,12020015,37267946,25598264,43210528,601068,48046872,0,30186594,0,0
"871",2018,"LT",0,120388,261071223,119999319,260678993,97817218,117512004,369763079,180679834,11641171,282569048,607186512,25645719,0,0
"872",2018,"LT01",0,1653717,0,0,1975320,1441265,20000,0,4401975,2188916,0,1530840,0,0,0
"873",2018,"LTZZ",0,85442,0,0,0,0,0,0,0,0,0,0,0,0,0
"874",2018,"LU",0,14333601,9169232,3241365,14153497,4458322,5299252,4322476,7278206,0,0,0,0,0,0
"875",2018,"LU00",0,0,0,0,0,543214,0,0,0,10816719,0,0,0,0,0
"876",2018,"LV00",0,30132907,84058360,102757500,121217307,40803149,111527716,58848755,66617899,9409590,138453617,433907489,20615526,0,0
"877",2018,"MT00",0,67405295,6436336,31821362,8096737,5106271,17402826,15103467,24965900,2807500,31930621,41701554,19594325,0,0
"878",2018,"NL",0,4937070,12134888,0,0,0,5784776,0,0,0,0,1128862,0,0,0
"879",2018,"NL1",0,0,0,0,8079220,4604171,12440823,3549574,41864972,0,0,0,0,0,0
"880",2018,"NL11",0,0,14332104,0,0,1578859,15081447,8368967,0,6391640,0,0,0,0,0
"881",2018,"NL12",0,0,5082693,0,0,0,6353539,1366174,0,274418,0,0,0,0,0
"882",2018,"NL13",0,0,0,0,0,0,3414878,0,0,0,0,0,0,0,0
"883",2018,"NL2",0,0,0,0,29745528,0,0,0,61769898,0,0,0,0,0,0
"884",2018,"NL21",0,0,1826612,0,0,0,48530202,6840607,0,1621757,0,0,0,0,0
"885",2018,"NL22",0,605871,22390385,0,0,4059485,60756661,14672187,0,9071485,0,0,0,0,0
"886",2018,"NL23",0,0,0,0,0,0,11124283,88386,0,0,0,0,0,0,0
"887",2018,"NL3",0,0,0,0,53761918,0,0,0,199573718,0,0,0,0,0,0
"888",2018,"NL31",0,0,0,0,1196613,0,3586950,0,293932,0,0,0,0,0,0
"889",2018,"NL32",0,990667,710057,0,2059987,0,34647223,10371514,2365607,0,0,0,0,0,0
"890",2018,"NL33",1170762,3702174,5901145,0,3288032,3651154,61161998,11533976,5052664,0,0,0,0,0,0
"891",2018,"NL34",50000,0,0,0,0,0,7715715,2825635,0,0,0,0,0,0,0
"892",2018,"NL4",0,4681258,0,0,30853460,0,30681347,9586160,52981048,0,0,0,0,0,0
"893",2018,"NL41",0,3654225,1e+05,0,0,7259792,63431225,21407939,0,0,0,0,0,0,0
"894",2018,"NL42",0,0,4456135,0,0,2388292,35198834,2158557,0,3524866,1543585,0,0,0,0
"895",2018,"NO05",0,3201,0,0,0,0,0,0,0,0,925156,0,0,0,0
"896",2018,"NO07",0,83662,0,0,0,0,809024,6928,0,0,0,0,0,0,0
"897",2018,"PL",0,10576822,624934804,1857901,364910286,514138870,185753448,65397870,22168376,692139,240430255,199620608,240297085,0,0
"898",2018,"PL21",0,22640453,283620878,45418641,178345466,41239146,183917841,34202887,64157584,0,121131360,621216644,34958775,0,0
"899",2018,"PL22",679591,10680093,426470105,83627438,114280969,31820808,130489539,34626184,113072187,549342,146594618,572410426,13771830,0,0
"900",2018,"PL41",0,7465005,384193271,41669005,77520071,27309353,54815337,121551289,59764925,0,30554519,634542956,23332786,0,0
"901",2018,"PL42",0,3295025,210899162,25497923,78908533,23746049,12167365,12579352,25046082,2568568,19665716,557132766,1432623,0,0
"902",2018,"PL43",0,2305791,88664965,24798455,41896157,16360703,17647840,53059230,19429766,0,7234851,314348090,7216267,0,0
