"","year","codel2_2016","TO_5","TO_6","TO_MULTI","TO_10","TO_8","TO_TA","TO_1","TO_4","TO_9","TO_11","TO_3","TO_7","TO_2","TO_12","TO_13"
"1229",2019,"NL23",0,0,0,0,0,0,14829274,5515959,0,0,0,0,0,0,0
"1230",2019,"NL3",0,0,0,0,62980370,0,0,0,243893772,0,0,0,0,0,0
"1231",2019,"NL31",0,0,0,0,2132121,0,9228855,0,1234790,0,0,0,0,0,0
"1232",2019,"NL32",0,1556456,1498882,0,9202175,0,61254169,11887157,3109008,0,0,0,0,0,0
"1233",2019,"NL33",2982256,6542167,4557509,0,6366556,5725763,88342611,15766603,5198222,0,0,0,0,0,0
"1234",2019,"NL34",197569,50000,0,0,0,0,12048965,3361598,0,0,0,0,0,0,0
"1235",2019,"NL4",0,0,0,0,29607738,0,0,0,67448064,0,0,0,0,0,0
"1236",2019,"NL41",0,2923857,4111355,0,0,6838188,95105658,32813635,0,0,0,0,0,0,0
"1237",2019,"NL42",0,0,10703252,0,0,3666021,61684402,2884233,0,11359904,4167850,0,0,0,0
"1238",2019,"NO05",0,3201,0,0,0,0,0,0,0,0,925156,0,0,0,0
"1239",2019,"NO07",0,202395,0,0,0,0,1184638,6928,0,0,17480,0,0,0,0
"1240",2019,"PL",0,19712082,1048973548,2664228,546741849,736000672,247726055,89217806,26399249,1387159,225947575,413596350,412524222,0,0
"1241",2019,"PL21",0,60799442,604879915,75812776,230076611,60112656,331846982,80628034,156838434,0,220266119,891542999,69623843,0,0
"1242",2019,"PL22",1303971,18125888,756426115,144388233,184299115,51002487,256737974,104397146,227303079,1459391,297075564,927330529,29746294,0,0
"1243",2019,"PL41",0,14203134,678239268,68749432,118322226,39924592,112364109,317819951,103931247,0,76746653,920292376,73670288,0,0
"1244",2019,"PL42",0,8430156,406461746,47574462,110927955,33866629,26411465,37109701,50753352,4810376,30245283,766197216,14935738,0,0
"1245",2019,"PL43",0,4149252,192531899,43456635,56314547,22142663,37803633,150113181,35280103,1108155,16230392,351689020,15517826,0,0
"1246",2019,"PL51",1031638,19011676,433447685,141260856,211688193,50868065,141255490,340914681,172520732,7763384,30292065,1272856999,57912106,0,0
"1247",2019,"PL52",3469370,44750834,104794162,30362870,40543828,24829652,88182447,119839841,34825553,1464301,106045347,388178825,0,0,0
"1248",2019,"PL61",0,25661278,365869563,31578635,131781584,32993466,102029688,220283307,53686289,50000,77127068,551163416,10565339,0,0
"1249",2019,"PL62",0,64237618,257213402,75297816,145049306,29496896,57570575,133430171,108211404,1115240,127283238,1246792051,26211521,0,0
"1250",2019,"PL63",0,20210448,643691682,152574343,0,28359913,127230102,219433872,51901893,248255,183519836,557191201,6169551,0,0
"1251",2019,"PL71",0,24714939,449005462,62093592,187664157,45061061,150058932,41579251,82787394,0,326490533,188384943,4651869,0,0
"1252",2019,"PL72",0,4305936,352515085,0,134256141,22902465,56535384,48946724,43776584,0,147767595,349458781,558783,0,0
"1253",2019,"PL81",0,44974115,378366524,55741027,202034420,43600580,103395128,272448498,77596025,0,288605495,729948497,39073831,0,0
"1254",2019,"PL82",0,13059719,1085833136,90338159,215854983,40159639,137113304,20170587,89605967,0,221946075,354702828,59509128,0,0
"1255",2019,"PL84",0,14395685,458086891,48553617,43978643,22815568,50848274,114787892,38010884,3309651,79894658,392802474,8210192,0,0
"1256",2019,"PL91",0,27011150,315325924,80997536,75150953,44014546,411393758,724810908,215492784,0,270246752,2494863622,77361149,0,0
"1257",2019,"PT1",0,0,375796144,842400196,41425801,111833846,150625524,0,0,32925291,0,7343664,0,0,0
"1258",2019,"PT11",34364279,234698394,874057001,958816592,355579210,42933289,941716385,36675397,275078339,13781427,807731048,41836655,15922652,0,0
"1259",2019,"PT15",17602590,54272892,892322,8607353,39549417,8709718,10506585,2116177,13923097,285560,62800428,0,6047630,0,0
"1260",2019,"PT16",56935234,205248518,694172535,589218670,245520754,23212424,643591512,9254127,222420253,9540460,543423257,70031737,12310592,0,0
"1261",2019,"PT17",20015185,54073703,49992737,87128152,149606096,28078968,110835896,18582823,126452503,8077246,100764349,1273296,0,0,0
"1262",2019,"PT18",14760943,145168407,107159244,186388479,91421722,12764642,142120562,19423857,101282151,2801954,144035511,0,5367738,0,0
"1263",2019,"PT20",32943398,53069504,0,173218896,83677413,6917839,10757961,925658,153091837,2688,239392765,68038487,5414002,67647059,0
"1264",2019,"PT30",87729339,28508353,0,49010630,33264989,3262757,10581455,47548646,32475227,292940,70259868,47661876,2915241,408779032,0
"1265",2019,"PTZZ",0,0,0,0,5003166,14405344,0,0,2679155,0,0,0,0,0,0
"1266",2019,"RO",111401357,356846,705267528,16084035,20226229,257243824,393627157,0,667292382,159992402,250875214,681664,109821719,0,0
"1267",2019,"RO11",1862704,114655204,56936702,4742214,656387,15922213,0,51520266,42056097,992622,165855626,281242627,0,0,0
"1268",2019,"RO12",383897,51324898,4055560,2962430,562665,12317315,0,2751521,34678645,0,111788560,608938507,0,0,0
"1269",2019,"RO21",1276224,90509553,5447888,11198184,6564011,17807152,0,16036679,54180743,0,93738991,63956343,0,0,0
"1270",2019,"RO22",2852441,110342775,12489219,3632863,3987910,10968925,1536241,4647710,40384421,3480601,142970704,217950721,0,0,0
"1271",2019,"RO31",1911102,95349670,183172,4754303,2988133,18319524,296662,1526403,23149534,2286302,104091507,51087625,0,0,0
"1272",2019,"RO32",7058910,37459711,0,1791053,91337,11211692,0,166295467,0,128187,13829786,300287009,0,0,0
"1273",2019,"RO41",1652178,80035639,2508024,8701018,3783694,9497821,0,5129396,31118339,650944,78386702,50935891,0,0,0
"1274",2019,"RO42",290401,78570993,3555463,2722886,829378,11490845,0,9624047,32101234,395101,68948486,805280565,0,0,0
"1275",2019,"SE",0,13376,389912343,145943026,106273432,46243985,47632801,50948996,7779350,0,6332561,0,0,0,0
"1276",2019,"SE11",0,5054066,28837680,0,0,1782340,0,0,0,2822243,44881,0,0,0,0
"1277",2019,"SE12",0,8798499,0,0,0,2931128,30343939,14173555,0,0,24441263,20000,0,0,0
"1278",2019,"SE21",0,989788,0,0,0,2821071,17181915,4476902,0,410784,22447698,71433,3274220,0,0
"1279",2019,"SE22",0,4613591,4834918,0,4214277,9674964,47327196,5831001,0,0,29294714,6972135,2788490,0,0
"1280",2019,"SE23",0,2605948,0,0,2047248,2453109,35454327,19399692,0,1e+05,36425040,3441195,0,0,0
"1281",2019,"SE3",0,1049877,0,0,0,0,0,0,0,0,947640,0,0,0,0
"1282",2019,"SE31",0,2754589,0,0,1088558,6015352,40447238,18714089,0,0,50018195,1027832,45354435,0,0
"1283",2019,"SE32",0,771484,0,0,838123,6449646,30375845,3024702,0,0,56375895,47508938,24287663,0,0
"1284",2019,"SE33",0,5035186,0,0,352660,15084719,57849897,9358249,0,0,112356768,25966450,12639133,0,0
"1285",2019,"SI",0,896753,0,0,197221,0,5744056,2759023,186696,0,0,378602,0,0,0
"1286",2019,"SI0",796737,3865992,0,3631423,8080757,44435367,3894140,8227812,5150517,1297694,0,0,420081,0,0
"1287",2019,"SI03",5196210,94628478,0,64797472,79309858,13455395,126031749,49593646,43698095,10355131,116844944,139028608,46023,0,0
"1288",2019,"SI04",104649,105896826,0,57066276,65032823,7182121,139639160,45216075,23193911,21261983,78419943,401298,8500837,0,0
"1289",2019,"SK",0,0,0,25241201,0,1190501,927048,0,0,19193433,0,0,0,0,0
"1290",2019,"SK0",0,0,0,51401680,662127301,49432033,0,0,230217693,0,0,0,95187005,0,0
"1291",2019,"SK01",259181,21171803,34614349,0,1250000,51885621,18151313,2525088,0,15242097,14686591,75603528,0,0,0
"1292",2019,"SK02",34937953,299809108,116624174,0,5451681,101159155,99782898,104176491,2365422,32581127,58184102,295710901,6137123,0,0
"1293",2019,"SK03",27009859,157638251,83964520,0,3634454,66471517,141599690,90265435,2561769,21968215,54180618,910241434,6143149,0,0
"1294",2019,"SK04",23520413,203586607,73638466,496847,3634454,67612814,122356841,105784817,3508970,22302637,52138587,524738639,12212136,0,0
"1295",2019,"UK",0,4207629,304322887,0,0,74131019,9417973,27097170,0,0,385559922,4465774,1170108,0,0
"1296",2019,"UKC",1297554,0,95684541,55195326,41536556,2091173,75561936,45532498,484399,0,138783910,0,247461,0,0
"1297",2019,"UKD",63951,583190,189860241,57842987,49212458,2005056,110901034,39727676,0,0,129174329,0,886594,0,0
"1298",2019,"UKD3",0,0,0,0,0,0,262992,0,0,0,0,0,0,0,0
"1299",2019,"UKD7",0,3093001,0,0,0,0,0,0,0,0,0,0,0,0,0
"1300",2019,"UKE",9163813,4994305,96302988,33159591,9923870,2450214,51275793,15897030,2696053,0,53871808,0,28969818,0,0
"1301",2019,"UKE4",0,0,50000,0,0,0,0,0,0,0,0,0,0,0,0
"1302",2019,"UKF",3707415,4723137,108869635,44700130,13723538,4157653,50479750,29066027,0,0,83108405,0,15255243,0,0
"1303",2019,"UKG",0,11967405,107565884,52754973,75816754,6311807,65817680,33198210,0,0,86506222,0,1350657,0,0
"1304",2019,"UKG1",0,0,421314,0,0,0,0,0,0,0,0,0,0,0,0
"1305",2019,"UKH",0,0,33898587,28564847,0,1579178,23168803,25781270,691499,0,60664084,0,1219540,0,0
"1306",2019,"UKH1",797994,30000,0,0,0,6344603,930668,0,0,0,0,0,0,0,0
"1307",2019,"UKH2",0,168487,0,0,0,0,0,0,0,0,0,0,0,0,0
"1308",2019,"UKH3",593628,1110426,0,0,0,0,0,0,0,0,0,0,0,0,0
"1309",2019,"UKI",0,0,258087971,39438597,0,5955481,17865191,52401818,0,0,83340641,0,562342,0,0
"1310",2019,"UKI3",0,297105,0,0,0,0,0,0,0,0,0,0,0,0,0
"1311",2019,"UKJ",0,0,84534954,34931819,3040671,836517,20342797,3190227,0,0,9761782,0,0,0,0
"1312",2019,"UKJ2",0,987536,0,0,0,0,4079191,0,0,0,0,0,0,0,0
"1313",2019,"UKJ3",0,2155956,0,0,0,0,2020204,0,0,0,0,0,0,0,0
"1314",2019,"UKJ4",1071655,30000,0,0,0,0,19693805,0,0,0,0,0,0,0,0
"1315",2019,"UKK",1282306,6178430,68054979,50560616,0,2862407,75257598,60400279,914573,0,149288588,37880670,15712623,0,0
"1316",2019,"UKK2",2795763,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1317",2019,"UKK3",0,0,0,0,0,0,50000,88781,0,0,0,0,0,0,0
"1318",2019,"UKK4",4638942,2879742,0,0,0,0,541893,667466,0,0,0,0,0,0,0
"1319",2019,"UKL1",5614562,2076652,811472132,0,0,28768054,196859913,50803111,76572557,0,0,0,0,0,0
"1320",2019,"UKL2",0,0,302254534,0,0,5953732,53272734,0,17168914,0,0,0,0,0,0
"1321",2019,"UKM",0,12825985,0,13751515,3470252,8712141,27886864,35772923,4481314,0,26415674,0,0,0,0
"1322",2019,"UKM5",0,0,0,0,254803,0,0,0,841099,0,1435043,0,0,0,0
"1323",2019,"UKM6",0,3220854,10999617,1800545,5012361,2896794,2341554,3053167,1102564,0,12974395,0,294893,0,0
"1324",2019,"UKM7",0,130834,0,10155448,16866453,0,1337253,1434627,1318835,0,9324993,0,0,0,0
"1325",2019,"UKM8",0,0,0,0,59086004,0,204486,0,488510,0,5058570,0,0,0,0
"1326",2019,"UKN",0,4859068,0,75695147,76740814,17549640,132860110,36103644,105454193,0,91382243,0,0,0,0
"1327",2019,"UKN0",0,12238193,3229132,0,0,5240749,6965411,254542,2319959,0,259902,17099503,0,0,0
"1328",2019,"UKZZ",0,0,17122106,0,0,852085,0,0,0,0,0,0,0,0,0
"1329",2019,"YT",0,24078393,0,229495,19595496,466378,0,20207450,32121248,0,6069544,9585418,702279,0,0
"1330",2020,"AD",171344,26948,134200,0,0,0,0,0,0,0,0,0,0,0,0
"1331",2020,"AT",0,8153886,0,5604997,36327169,20242419,8519703,2832088,370663,0,0,1900701,0,0,0
"1332",2020,"AT1",0,0,0,0,1711838,0,0,0,0,0,0,0,0,0,0
"1333",2020,"AT11",0,6234123,19310868,0,0,7516057,4295326,2555992,0,3854509,95125749,3417174,0,0,0
"1334",2020,"AT12",0,7554884,0,30018469,0,7078131,72357204,27471071,10687169,3377706,133973439,1649174,0,0,0
"1335",2020,"AT13",0,13709867,25196131,107466105,148368,3333096,8149026,243210,71422048,4695123,2579771,14770637,0,0,0
"1336",2020,"AT21",0,3060430,0,18275345,0,5195264,80365099,8399444,10892347,3153380,15718121,0,0,0,0
"1337",2020,"AT22",0,7791756,5950965,21224672,599482,7499586,78108894,31350807,9982398,4445019,190039519,0,0,0,0
"1338",2020,"AT31",0,2382173,5428684,49402745,0,7038633,41895725,22166719,16842418,2694800,190520686,0,0,0,0
"1339",2020,"AT32",0,2354260,0,17405151,218391,4677926,16777680,6587487,3911457,1310229,25255683,0,0,0,0
"1340",2020,"AT33",0,4194581,5147554,17134314,0,1905877,12094792,16183989,6811524,2796438,23940549,0,0,0,0
"1341",2020,"AT34",0,0,5011331,3626790,0,1384057,6626269,6240744,4988413,1537372,33248710,0,0,0,0
"1342",2020,"BE",0,37703795,0,0,7581750,16993233,42814552,23482654,0,0,0,0,0,0,0
"1343",2020,"BE1",0,6769876,19453257,54708677,91036492,6004860,15216698,0,137098471,0,26863777,0,0,0,0
"1344",2020,"BE10",1377785,1717527,13045,0,0,222839,338825,0,0,0,0,0,0,0,0
"1345",2020,"BE2",0,0,38676765,55704210,250419165,25120057,158603266,37446453,82328657,0,40291487,0,0,0,0
"1346",2020,"BE21",0,0,3627933,0,0,455361,15800569,5048633,0,0,0,0,0,0,0
"1347",2020,"BE22",0,0,0,0,0,0,1209091,0,0,0,0,0,0,0,0
"1348",2020,"BE23",0,9023275,661152,0,0,0,14375657,3520016,0,0,0,0,0,0,0
"1349",2020,"BE24",0,1579771,9385206,0,0,0,1466116,0,0,0,0,0,0,0,0
"1350",2020,"BE25",4945808,5015296,9367987,0,0,1272900,12397774,10558874,0,0,1486435,0,0,0,0
"1351",2020,"BE3",0,1810571,46175009,101999674,109558455,20891446,8006196,32958920,230634155,0,0,0,0,0,0
"1352",2020,"BE31",0,0,9185390,1349803,0,501598,14958180,2789441,0,0,2491015,0,0,0,0
"1353",2020,"BE32",0,18733140,138439907,15718648,0,2520529,134658377,10023655,0,0,7146506,0,0,0,0
"1354",2020,"BE33",0,17050797,71674094,8890399,3930016,849417,82459577,3875753,10658650,0,0,0,0,0,0
"1355",2020,"BE34",0,21886363,15750375,0,2104469,0,6319938,0,2191941,0,0,0,0,0,0
"1356",2020,"BE35",0,2940067,29387665,1413604,0,5010387,24376624,9123606,0,0,1762013,0,0,0,0
"1357",2020,"BG",26730386,450468185,1679699182,203606173,95014449,153353312,207993641,84945611,335328770,96558659,598596045,617840105,0,0,0
"1358",2020,"BG31",3555095,14108316,226378,0,568656,1214525,0,0,0,641240,0,1776411,0,0,0
"1359",2020,"BG32",4295091,5103218,908925,0,3375369,1377645,0,0,0,673547,0,8554456,0,0,0
"1360",2020,"BG33",59316,2498457,438001,0,1578923,1098630,1199004,0,0,695161,0,0,0,0,0
"1361",2020,"BG34",0,0,280738,0,0,1215651,0,0,0,27815,0,0,0,0,0
"1362",2020,"BG4",0,0,0,0,0,0,0,0,0,1484808,0,0,0,0,0
"1363",2020,"BG41",0,2374278,6891564,0,0,13832815,0,0,2013074,6271208,0,8716,0,0,0
"1364",2020,"BG42",0,0,4247201,0,0,1486900,0,0,3983453,211822,0,8895827,0,0,0
"1365",2020,"CH02",0,0,0,0,0,0,6053605,0,0,0,0,0,0,0,0
"1366",2020,"CH03",0,0,64300,0,0,0,0,0,0,0,0,0,0,0,0
"1367",2020,"CH04",0,0,2818199,0,0,0,0,0,0,0,0,0,0,0,0
"1368",2020,"CH05",0,2202398,2044477,0,0,0,0,0,0,95832,0,0,0,0,0
"1369",2020,"CY",0,38406802,310592268,0,50410254,19995316,0,0,37378395,0,0,0,19835546,0,0
"1370",2020,"CY00",0,1665576,14786681,0,0,736155,0,1851476,0,0,0,0,0,0,0
"1371",2020,"CZ",0,3366380,0,0,0,1424237,1325226,0,0,0,0,0,0,0,0
"1372",2020,"CZ0",7284865,0,2782891,0,0,0,0,0,0,0,6866028,0,0,0,0
"1373",2020,"CZ01",0,10795823,119852591,160063143,39888630,218697599,272549130,48498260,64156415,29068634,0,30364681,0,0,0
"1374",2020,"CZ02",629802,103634334,849416718,24027038,109451634,41244655,391763455,57346841,73734929,7735497,109209865,421359629,30388226,0,0
"1375",2020,"CZ03",906996,107118380,715047995,53073921,98354079,51818855,212969901,37331309,66636040,16587868,87764521,483783161,18283847,0,0
"1376",2020,"CZ04",7669815,62845871,433634719,24404149,153731714,29826689,96044822,27819251,72245087,7718088,139983799,306038310,20290814,0,0
"1377",2020,"CZ05",5762200,91471738,894555594,58683030,167782918,53474147,264687154,61648195,101198753,22457399,141695525,353519511,24157222,0,0
"1378",2020,"CZ06",495023,91749540,998191810,121766409,166464805,63225526,395207885,56844796,93581755,19568782,199714204,937903335,161513824,0,0
"1379",2020,"CZ07",2927073,82516537,750237061,57695140,163857837,40399026,278973736,60379494,87846597,8578494,190549853,250009114,17955432,0,0
"1380",2020,"CZ08",3486950,110630345,612899104,64819181,143071885,22175305,150972642,42441372,64278748,8690332,148462357,377293986,25663454,0,0
"1381",2020,"DE",0,24263256,0,1130754352,955435315,68483773,5957851,6333000,1334097778,0,0,18919880,0,0,0
"1382",2020,"DE1",0,0,0,0,9155855,0,0,0,0,0,0,0,0,0,0
"1383",2020,"DE11",0,0,976975,43167474,132482387,16692670,67208894,12791163,45328162,2531650,0,0,0,0,0
"1384",2020,"DE12",0,0,5224473,18098852,38536161,1941847,37504627,9929818,27139562,80232,0,0,0,0,0
"1385",2020,"DE13",0,686928,9315080,14296479,31795450,1312819,59646153,8617288,17747508,4364712,0,0,0,0,0
"1386",2020,"DE14",0,0,6202804,13733405,26142509,3589318,39608898,5169686,15892578,682133,0,1958169,0,0,0
"1387",2020,"DE2",0,0,0,0,7627394,17886678,0,0,551638,0,38250000,0,0,0,0
"1388",2020,"DE21",2385876,18049252,13003,24608903,80767455,3599511,6107393,17242245,9100809,4604026,18209937,0,0,0,0
"1389",2020,"DE22",15916587,8492388,0,7069539,12944812,0,14585920,28441363,5268242,1515412,98789166,237452,0,0,0
"1390",2020,"DE23",9524907,10965575,0,6305261,36156750,0,7611860,1720400,5246596,2790724,73915342,0,0,0,0
"1391",2020,"DE24",9659576,13477525,0,3083293,28724118,0,31000473,17083512,8359020,5206351,73143712,0,0,0,0
"1392",2020,"DE25",8594670,4775268,0,8748851,29871538,0,14371787,3538193,4935921,320443,938134,0,0,0,0
"1393",2020,"DE26",0,10010000,0,7929210,34757489,0,31099872,38466246,2510699,0,43660848,0,0,0,0
"1394",2020,"DE27",0,4857040,1290572,14805237,37686373,0,11374565,93188940,5704276,987810,45948772,0,0,0,0
"1395",2020,"DE3",0,0,0,0,3556663,0,0,0,204936,0,0,0,0,0,0
"1396",2020,"DE30",0,3682996,161751467,117693939,50647544,30072353,449001296,110826646,52295827,256388,130578553,0,0,0,0
"1397",2020,"DE4",0,9289862,0,7237582,20348938,15364354,0,0,24811924,18286489,0,7411056,0,0,0
"1398",2020,"DE40",0,3621410,33800254,197908385,36843668,18408947,198894132,58333140,89266702,1195525,132357253,2875187,0,0,0
"1399",2020,"DE5",0,0,0,22363817,13331840,4305325,0,0,60271935,0,0,0,0,0,0
"1400",2020,"DE50",0,1669660,0,0,0,6866719,38346608,1921194,12799864,0,13997256,0,0,0,0
"1401",2020,"DE6",0,0,0,0,7094432,4949929,0,0,0,0,0,0,0,0,0
"1402",2020,"DE60",0,5607025,0,39877162,44712569,4617581,41806640,36489986,48984838,0,0,12859838,0,0,0
"1403",2020,"DE7",0,0,0,124518493,7262610,28280016,2176869,0,145983531,0,15658874,0,0,0,0
"1404",2020,"DE71",0,0,14205709,0,811012,0,10688840,24833657,0,0,19735708,0,0,0,0
"1405",2020,"DE72",0,0,53363,0,0,0,10733457,16104347,0,0,36849094,0,0,0,0
"1406",2020,"DE73",0,5793124,1777322,0,0,0,14937198,7147235,0,0,47637257,0,0,0,0
"1407",2020,"DE8",0,3843210,0,0,1060695,0,0,0,0,470285,3872515,1148276,0,0,0
"1408",2020,"DE80",0,7259119,89145899,126936897,48365284,58950925,205661107,90640525,97670776,6125167,436500138,19249718,0,0,0
"1409",2020,"DE9",0,0,0,0,5714455,44683065,0,0,0,0,0,0,0,0,0
"1410",2020,"DE91",0,17287116,2253143,6998962,13795736,0,34775368,12275237,36195539,0,157350757,0,0,0,0
"1411",2020,"DE92",0,9226444,2507387,10848712,19687937,0,56552143,14104887,42288787,0,119170285,0,0,0,0
"1412",2020,"DE93",0,14040665,4512201,14720639,30520985,0,24657528,17217628,43192726,0,198557176,0,0,0,0
"1413",2020,"DE94",0,17419912,37037955,12711491,30798953,0,49298101,38045312,70915357,13961468,163457637,0,0,0,0
"1414",2020,"DEA",0,0,444324,291669516,529503666,105887089,86750141,157200933,310651105,0,27840576,0,0,0,0
"1415",2020,"DEA1",0,1180809,72755016,0,121715,17283877,110247916,51507405,0,19522900,35147138,0,0,0,0
"1416",2020,"DEA2",0,0,4726042,0,458051,0,189726984,41065006,0,0,30271502,0,0,0,0
"1417",2020,"DEA3",0,0,45670688,0,0,5219444,28286023,20486087,0,15383411,34204632,0,0,0,0
"1418",2020,"DEA4",0,0,535357,0,0,0,37822878,10096352,0,507296,31306310,0,0,0,0
"1419",2020,"DEA5",0,6559179,13234903,0,1850,2522410,108793839,9998963,0,0,59868429,0,0,0,0
"1420",2020,"DEB",0,0,0,99171802,20546947,6889831,0,0,49470458,0,0,0,0,0,0
"1421",2020,"DEB1",0,0,1206123,0,0,0,13922203,47579471,0,0,65146357,0,0,0,0
"1422",2020,"DEB2",0,0,0,0,1655296,0,1922783,42022745,0,0,90084734,0,0,0,0
"1423",2020,"DEB3",0,5879458,832256,0,0,6639107,70840387,35205499,0,81629,17681188,0,0,0,0
"1424",2020,"DEC",0,0,0,0,626955,0,0,0,0,0,0,0,0,0,0
"1425",2020,"DEC0",0,8671183,11289422,22355948,18047600,10574763,30826690,16254581,75694814,0,42650167,0,0,0,0
"1426",2020,"DED",0,0,0,536914,19965562,25199674,0,0,0,0,0,0,0,0,0
"1427",2020,"DED2",75230517,30034913,42874309,78356908,44519702,7672328,370520563,83584044,64326462,19191558,86291665,0,0,0,0
"1428",2020,"DED4",105725272,13621042,39769048,70480024,20920252,0,137404194,47070756,43575250,11963654,34129688,0,0,0,0
"1429",2020,"DED5",9912366,0,9070501,24119845,13060000,0,69024673,31375788,23312753,0,31098445,0,0,0,0
"1430",2020,"DEE",0,0,0,13228562,37098929,49290281,3116972,66763,2594532,0,72500000,0,0,0,0
"1431",2020,"DEE0",47692726,9690855,0,92512175,151476122,4608082,278932306,73845128,103848338,0,179235775,0,0,0,0
"1432",2020,"DEF0",0,19356146,0,123262918,37965032,38897704,123604054,25223951,28558353,3264891,106329565,2404017,0,0,0
"1433",2020,"DEG",0,0,0,0,331889,0,0,0,0,0,0,0,0,0,0
"1434",2020,"DEG0",0,0,152846922,135720693,100047019,32922921,226389650,89260380,106837582,144363,435746772,0,0,0,0
"1435",2020,"DK",0,0,0,0,0,7328315,6691197,0,0,0,0,0,0,0,0
"1436",2020,"DK0",0,0,6532551,52295728,97853049,27407693,98572230,14867007,42858085,0,57185909,0,0,0,0
"1437",2020,"DK01",0,583496,0,0,5421276,0,16992508,9626015,0,1249754,0,4076684,0,0,0
"1438",2020,"DK02",0,1275467,0,0,8527832,0,12748043,102718,0,4586265,36567,0,0,0,0
"1439",2020,"DK03",0,8641038,0,0,2124410,0,11666080,0,0,6359389,0,0,0,0,0
"1440",2020,"DK04",0,0,0,0,15928386,201270,4156181,1125692,0,0,0,0,0,0,0
"1441",2020,"DK05",0,0,0,0,5249751,0,3375215,3865879,0,0,0,890073,0,0,0
"1442",2020,"EE",0,0,0,0,0,0,58610345,0,0,18086660,0,0,0,0,0
"1443",2020,"EE0",0,0,0,0,0,0,187540,0,0,0,0,0,0,0,0
"1444",2020,"EE00",0,131299667,523156480,263576508,129159347,73645185,468651719,393861684,216872206,52883537,6889206,432198846,79554914,0,0
"1445",2020,"EL",0,1639746,573627,0,0,252124825,3562921,0,0,0,0,1435916,0,0,0
"1446",2020,"EL30",82117396,143288349,1635513001,149488561,68444416,28020165,8210554,216221366,170553523,6670748,61988613,88467607,47821837,0,0
"1447",2020,"EL41",62772,3178479,235080768,21331658,4379351,5436404,0,0,0,2095409,0,52603217,1943384,0,0
"1448",2020,"EL42",88603,51302530,351586430,18178258,5764619,6498111,0,0,0,859230,0,396003,2203099,0,0
"1449",2020,"EL43",186600,75060158,428869103,61623234,15183532,6443514,0,30000,48502434,2095409,0,60522740,1943384,0,0
"1450",2020,"EL51",698106,42617582,562198377,69440721,19671482,12843880,0,0,4313134,8849099,0,15899065,11221474,0,0
"1451",2020,"EL52",14591627,158864333,873472690,204188755,60900350,18138613,8023629,584711758,152572641,8855125,7074740,241995577,16114717,0,0
"1452",2020,"EL53",9174686,32052149,184315457,42557010,7342416,4425830,825427,11064589,31765837,2101393,5291474,30330787,1943384,0,0
"1453",2020,"EL54",247018,50891744,477288382,30687589,11519273,12831941,0,0,0,8854433,0,31388368,11221474,0,0
"1454",2020,"EL61",397349,51330376,546199959,53214058,21712093,13008919,455493,194752,0,8855125,0,48528245,11221474,0,0
"1455",2020,"EL62",71196,14021953,263847672,18187930,5027737,4927998,0,0,0,2095409,0,8607876,1943384,0,0
"1456",2020,"EL63",329121,64011025,572416752,85809344,21637431,12633558,2369224,87088,0,8855125,0,144954017,11221474,0,0
"1457",2020,"EL64",4623467,61329882,266355045,49702402,9850538,8272672,817920,1831999,60289426,4855992,2806236,239717487,4495754,0,0
"1458",2020,"EL65",404774,24726698,314454030,31522911,11958185,7208021,0,1516807,0,2096099,0,45606937,1943384,0,0
"1459",2020,"ES",0,0,0,509316864,2844152111,66430511,0,0,693961750,0,734965961,0,0,0,0
"1460",2020,"ES11",23994612,67855700,25943596,120856458,35556750,11696772,306459431,162889834,104083126,6917035,125675852,0,162507686,0,0
"1461",2020,"ES12",0,69217464,185663,25524773,10168133,2672145,78431585,71514910,29550934,0,87930803,0,17996248,0,0
"1462",2020,"ES13",0,1919686,2652088,13998954,9129711,6333350,22481452,13274658,4391254,0,41398083,0,27352038,0,0
"1463",2020,"ES21",14865622,11552013,10541718,0,49355041,2847937,125887391,115280432,18539289,5981,16145259,3706428,19445935,0,0
"1464",2020,"ES22",783966,8149655,9481859,0,2440497,263027,77280253,47411344,15952469,0,10371206,2477247,3138939,0,0
"1465",2020,"ES23",28939,2118043,1155564,2752745,5810931,300470,25756101,7778594,2123021,0,19387824,0,7690292,0,0
"1466",2020,"ES24",4082104,20618996,9920127,13313759,31645162,1175529,36437272,20299679,30926437,0,34616023,205605,68725637,0,0
"1467",2020,"ES3",0,0,0,0,600147,0,0,0,0,0,0,0,0,0,0
"1468",2020,"ES30",363103,613304,3419992,141970472,14902774,4775283,284845806,99694875,102518846,2777941,18667738,0,32234306,0,0
"1469",2020,"ES41",0,55171435,12569269,12351539,30749854,3820155,295107121,32823322,10999731,2113474,93791934,64308939,69191365,0,0
"1470",2020,"ES42",0,28164350,9270701,96024278,69657725,9308226,184684882,7597958,67299366,0,78477305,19561108,85977596,0,0
"1471",2020,"ES43",1052179,46559120,16880722,184275763,94039714,8822034,69118749,22188679,22173010,1695221,73751209,179571791,71034724,0,0
"1472",2020,"ES51",2520019,20770551,21255899,25250612,60770187,16060257,501481697,263108201,44736116,0,128173605,590269,175924512,0,0
"1473",2020,"ES52",0,19187209,16184881,140243930,12047454,11841591,396089032,73319572,18244051,1000,114405918,49028879,134691514,0,0
