Substance,ISO,Country,NUTS 2,NUTS 2 desc,Y_1990,Y_1991,Y_1992,Y_1993,Y_1994,Y_1995,Y_1996,Y_1997,Y_1998,Y_1999,Y_2000,Y_2001,Y_2002,Y_2003,Y_2004,Y_2005,Y_2006,Y_2007,Y_2008,Y_2009,Y_2010,Y_2011,Y_2012,Y_2013,Y_2014,Y_2015,Y_2016,Y_2017,Y_2018,Y_2019,Y_2020,Y_2021,Y_2022
GWP_100_AR5_GHG,DEU,Germany,DE12,Karlsruhe,34683.115332527,34464.972814554,32760.301210227,35186.295672712,34346.850525884,34122.205230087,34900.221864827,33401.615948974,34080.022528139,32666.229677245,31995.205021838,32816.499219596,32269.915731459,32267.659901165,31907.069736068,31210.319410523,31500.974968301,30608.397192063,30546.042129823,28518.502582268,29660.325659311,28663.669892724,29066.683025162,29977.588678744,32883.365816056,36554.356169548,34812.766039463,33838.339613177,33536.715655892,30090.397549947,26939.045426618,29602.986714518,32137.186904487
GWP_100_AR5_GHG,DEU,Germany,DE13,Freiburg,19831.522755056,19931.153455151,18732.248636138,18816.486236774,18326.380572867,18370.885699445,18525.905840628,17990.620119169,18164.944876284,17344.605593858,16881.346229706,16929.027586597,16301.072443525,16149.034166176,15912.934224738,15613.073231525,15835.15470953,14720.752636555,15208.149456879,14337.87055299,15283.615613405,14553.362091662,14435.250434868,14474.62721699,13858.932528416,14306.037936528,14645.128851861,14770.829679362,14427.934922414,14413.49051951,13699.467804099,14115.54415671,13637.183378524
GWP_100_AR5_GHG,DEU,Germany,DE14,Tübingen,19008.357883882,19209.961807586,18271.588849364,18356.925755867,17848.92327189,18008.990219647,18006.33010313,17585.928990483,17507.563665534,16865.570781637,16310.129466191,16211.972822765,15619.830322632,15442.300020515,15346.704574691,15047.673695404,15172.300331598,14560.78243525,14819.787451741,13673.317316514,14967.54695697,14442.107716557,14321.39635437,14749.52106577,14336.686920175,14789.036312236,15330.729564863,15376.513785315,14968.186761586,14947.822459844,14461.055607442,14825.233342674,14455.52054806
GWP_100_AR5_GHG,DEU,Germany,DE21,Oberbayern,40739.775647421,42938.277998856,40474.587163432,40462.965016777,39504.819615368,39629.066428291,40273.341179327,38849.308434535,38568.325504263,37157.108319476,35860.061515413,37314.813280728,36319.651355203,36666.899615073,37255.414739186,36510.533642151,36744.586462546,34747.967298935,35984.796557206,33606.862079453,37108.12946427,36236.50674899,35544.847372116,36355.799715661,34578.836187926,34584.443974451,35856.245199269,35792.052753324,34901.670429614,34441.20101692,33181.414871188,34051.123608104,33411.770768419
GWP_100_AR5_GHG,DEU,Germany,DE22,Niederbayern,12173.09640602,12133.973047971,11531.750277694,11711.824560946,11436.254037843,11451.221165209,11780.474421751,11519.809945734,11639.941788038,11283.147414761,10994.18239927,11026.521533351,10710.807530397,10558.565784936,10446.13559545,10219.840184175,10209.04962568,9559.7404056483,9920.1535729406,9692.0471453176,10307.007784442,9904.3185214936,10023.373757562,10261.011576046,9900.1190868586,10035.814127226,10175.074128544,10238.624605475,10101.990629109,10133.535713531,9761.9750401204,9828.9848904244,9520.2937906611
GWP_100_AR5_GHG,DEU,Germany,DE23,Oberpfalz,14675.121279211,14657.957827398,13965.052240361,14042.41566322,13758.8797244,13818.979807763,13974.409850629,13634.478434093,13632.604330553,13202.045220888,12882.591172205,12852.529719493,12527.918337352,12447.479006548,10761.080394473,10501.569310529,10524.318201181,10085.389532656,10538.271672105,10205.496494309,10531.220954119,10163.165939677,10065.341789999,10386.160980869,10207.54159791,10343.605272896,10631.95832224,10662.632022167,10491.315757475,10472.488417704,10137.315826031,10296.550635395,10043.564191891
GWP_100_AR5_GHG,DEU,Germany,DE24,Oberfranken,10408.170274402,10494.372167242,9976.0851926704,10082.692515044,9791.5215651359,9797.4353062549,10061.630851685,9784.1721531594,9791.7861938342,9436.1167484883,9180.9510776788,9296.0764657709,8996.0128536937,8812.958240351,8069.3504184102,7851.181103295,7869.0422195808,7294.5556417986,7537.3128804968,7228.80868434,7538.1862949982,7222.817237105,7236.9433493652,7461.4678697339,7227.1671306824,7387.3803890404,7541.9013517344,7587.9531500334,7414.0622705292,7455.4654621067,7104.4069243115,7187.4634910463,7000.4976935028
GWP_100_AR5_GHG,DEU,Germany,DE25,Mittelfranken,17558.589759535,17410.152413712,16252.710136649,16232.525777987,16031.950582457,15988.016962791,16524.470826595,15913.421119858,15780.9098438,15257.163201821,14583.684079232,15258.939094428,14849.921595567,12920.751631769,12626.662707827,12720.957109201,12717.759425444,11602.696164288,12090.592454279,11266.794861888,11737.010150721,11051.549433872,10910.721059855,11014.111670814,10366.717790276,10289.052412183,10686.452261385,10773.969568121,10497.151965937,10659.397521461,10344.412236752,10389.691733572,9882.3495389778
GWP_100_AR5_GHG,DEU,Germany,DE26,Unterfranken,14704.63070522,14661.643460159,13998.922780604,14114.993674781,13834.985202016,14141.294225267,14392.233328988,13988.071007306,13978.193827881,13520.837533702,13155.096105052,11707.828690027,11344.234824508,11221.459061724,11124.382982325,10935.596575772,10966.078255868,10516.892959602,10756.802542691,10219.97437841,10834.640193552,10605.711729177,10482.276080072,10668.984230882,10375.884598368,10352.375637335,10582.122126621,10722.048922044,10474.409003455,10515.721630692,10202.597227472,10375.361859214,10011.164553511
GWP_100_AR5_GHG,DEU,Germany,DE27,Schwaben,16512.454296987,16542.512746731,15561.277801538,15676.398112698,15294.021844434,15365.562047253,15561.212757821,15151.58357111,15228.997932631,14659.904868192,14251.696072223,14235.924286081,13715.60786617,13727.798012536,13641.059777556,13372.205957705,13427.217994592,12544.306026589,13036.184657014,12350.457125253,12844.157657488,12282.31893058,12275.000311052,12704.241733351,12270.19649643,12570.278207672,12599.536720599,12688.411754319,12460.743369362,12471.983740274,11988.785513813,12237.158824201,11819.800264763
GWP_100_AR5_GHG,DEU,Germany,DE30,Berlin,28057.146086898,28535.027258273,26619.049669816,25682.202874867,24749.878779096,24253.26281297,26693.020549803,24900.678283481,23844.695772405,22633.402657179,21829.776634207,23372.101666267,22079.196501412,22010.652009087,21522.495160896,21013.752341736,20996.636992338,19315.951247064,19539.094435657,18371.761016667,19000.796096421,17458.696678355,17994.94294813,18342.959703129,16785.112477547,16702.559876645,16969.550758107,16601.719987033,14993.932274843,14702.443215365,13826.092785451,14544.040522678,14377.006114022
GWP_100_AR5_GHG,DEU,Germany,DE40,Brandenburg,74959.183771585,71920.584029647,67941.606737441,66351.67068828,67224.603900471,68006.740744664,68634.153397584,70568.833000576,74610.987414859,72498.572215485,71359.040063276,71612.600577935,70796.757508478,68284.656808933,67228.885454595,65103.010301473,65519.569053953,63974.025599823,62459.037154764,58058.892629069,59849.966760351,59126.865221322,59158.378475789,60790.649974172,58264.139935424,57962.687929306,57002.358923642,55772.364683793,54883.063818742,49440.669360994,44218.718170868,48089.001123513,51710.92478028
GWP_100_AR5_GHG,DEU,Germany,DE50,Bremen,19799.848598234,18900.039649007,17511.679792777,16935.304448726,17178.75694748,16762.167075652,16603.648805986,15785.908927407,15879.409678387,14777.853592151,15063.867771224,14550.24166896,14296.624973496,14917.644414456,14498.314876025,14058.005417989,14691.677778164,13857.687934164,13478.334329168,11977.519411242,13134.334963181,13102.325652952,12998.446626984,13308.681832839,12536.598143682,12724.113745371,12914.93606081,11242.815910319,11547.93383995,10359.189099664,9086.3890535432,10244.601821165,9437.2089678089
GWP_100_AR5_GHG,DEU,Germany,DE60,Hamburg,11302.805223947,11312.563564189,10517.560483686,11790.355456433,11497.176316516,11332.866169825,11738.476903403,11192.291890884,10999.029460524,10460.8926786,10330.425913764,10486.466233242,10154.732140609,9982.9177611613,9733.0293498481,9584.8081150415,9784.7128601353,8910.2598190638,9275.4494028801,8885.2535944011,9508.8123543613,8845.0068571254,9039.2629326172,8857.1178900041,8259.0676993721,16063.537448655,15800.263767077,15260.694831715,15169.477521634,13333.801459486,11800.024627885,13157.656479068,7785.3900220071
GWP_100_AR5_GHG,DEU,Germany,DE71,Darmstadt,35960.326021866,36054.290398707,36995.541312641,36656.356898945,36058.308785792,35836.665028774,36728.924369391,35111.950647836,34561.182284808,33272.0083537,32195.09255158,33413.677639017,32520.126608445,32899.318198077,32292.996953443,31387.016730223,31921.998236283,30410.49257565,30541.793611531,28484.503245592,29854.1583743,28453.988818069,28658.982832675,26711.917648036,23825.322025153,23996.120919467,24685.426236198,24505.443681669,23785.575882595,23120.391836631,21831.169921033,22789.369682504,22693.833413909
GWP_100_AR5_GHG,DEU,Germany,DE72,Gießen,9616.5593316962,9773.731356984,9307.636084116,9393.1948964393,9120.79328733,9140.4822343487,9296.0407766565,9024.8498079032,8969.7268273172,8617.7546035748,8354.5921454893,8368.4970220005,8067.6341953365,7878.454342106,7784.4347611957,7556.3482209053,7627.6965711706,7165.881352876,7449.9846860939,7190.7640101761,7227.5011425776,7160.3753192186,7124.9496763968,7300.2763900481,7033.0626897377,7283.4342421529,7461.070973488,7509.6824093863,7291.3968488981,7305.7146254572,6987.3270606439,7122.8554837526,6959.9921179117
GWP_100_AR5_GHG,DEU,Germany,DE73,Kassel,12344.535253222,12500.669985906,11875.597781133,11967.497434745,11655.945005525,11685.157527041,11959.609322968,11625.497732845,11550.929186476,11193.508382067,10865.901731026,10956.436990476,10605.295150902,10407.141874336,10297.927353876,10014.142378839,10030.8811555,9417.7213613871,9679.3717602218,9412.7661239368,9788.5601222585,9552.5517059088,9595.1120626257,9826.0032109431,9497.1758472747,9636.6080060761,9859.0785085453,9904.5017729211,9627.6513639675,9655.6878996766,9164.7401147994,9290.3382712816,9078.2209756444
GWP_100_AR5_GHG,DEU,Germany,DE80,Mecklenburg-Vorpommern,26104.576854444,25630.213922701,24215.052911084,24206.050195075,26748.033094635,26675.947028659,27428.180492138,26851.886973295,26506.283967347,25828.540160972,25265.54140325,25281.740512008,24781.214228579,24462.003453137,24100.394746286,23486.741295517,23303.800460254,22428.441870601,23090.114142169,21738.874368172,22687.358401873,21984.642366361,22117.741833979,22439.473309409,21977.51393289,22082.212040625,22213.351992463,22106.720464614,21313.70426413,20683.825461854,19668.913580555,20083.779770604,19923.697580452
GWP_100_AR5_GHG,DEU,Germany,DE91,Braunschweig,27337.914376763,27149.635733866,25689.003588682,25359.932528857,24789.517266377,24603.246589942,25151.168412552,23991.776058019,23692.295230337,22561.450015741,22909.19226849,27424.366922412,25293.846038664,25565.3967775,25004.139591745,24247.199419656,25018.248145412,23919.744572023,23605.230839399,21479.284449321,23314.109993793,23001.837273212,22763.723603535,23369.871535145,22335.757452837,22531.555336962,22325.009108889,21887.929042217,21963.932964089,19949.268902751,17736.943307734,18211.333128171,19035.176652771
GWP_100_AR5_GHG,DEU,Germany,DE92,Hannover,21642.963434289,21634.764464167,20437.309997966,20534.223816927,20108.061628049,20045.070999208,20605.033716358,19864.307140312,19990.414195587,19296.733334013,18673.409971356,19036.335993125,18516.522408995,18145.485491984,17794.515100868,17223.395507572,17287.483813941,16257.133489327,16753.848197208,16118.697392218,16552.777143102,15917.957661294,15877.925614414,16249.009240005,15568.464342308,15611.582619246,15897.438115244,15735.455925928,15381.673236218,15121.23388867,14488.953953699,14832.33242649,14476.987223087
GWP_100_AR5_GHG,DEU,Germany,DE93,Lüneburg,21492.467193268,21340.195707798,19049.418902208,18959.804476265,18364.551601461,18702.335912703,19046.268579259,18582.7024313,18623.997813403,17930.250411945,18591.667205936,17835.749063406,17892.073806124,16988.221318045,17465.749277239,16467.811408422,15969.422856359,15513.187822369,15305.833850201,13973.455208879,14781.459758,14237.863764403,14243.44592032,14596.834872603,14348.875602824,14686.222234782,15043.804912017,15096.115755683,14733.605178742,14669.551696228,13993.044565406,14109.69184686,13666.994804736
GWP_100_AR5_GHG,DEU,Germany,DE94,Weser-Ems,43114.066998677,42523.989280205,39704.176865657,39685.033835439,39341.399352152,39123.659958991,39794.938272474,38487.452657587,38357.128728223,37228.696667211,35900.076034265,36780.277963835,35975.230823916,36301.998276694,35683.829452566,34839.788931295,34702.723770564,33453.906286387,33816.833475596,31709.674490686,34618.819922034,33431.518587279,33070.243022685,33394.275399441,32067.155780823,35749.312748795,36416.542823673,35885.963652357,35852.026798218,34293.993160458,32198.199264746,33256.695452405,30391.041262158
GWP_100_AR5_GHG,DEU,Germany,DEA1,Düsseldorf,129974.49707293,122644.15717047,115290.29991565,111423.62704752,111246.23664583,109090.72038008,109788.2994193,104505.89539958,102994.57044551,96806.539068534,99085.030437654,98323.288465465,97147.417819876,99139.980616859,97106.746125356,94300.746896828,96959.276994509,93552.995910143,91740.405031349,81982.758503748,88407.513196105,87552.134251038,95896.134276541,95033.375616066,87607.775070337,86566.866350652,85581.451833164,83228.064880212,74379.580795294,65528.127258151,58130.938522666,64710.988287331,63242.137698917
GWP_100_AR5_GHG,DEU,Germany,DEA2,Köln,83249.305140136,79549.844091251,75949.063467325,73823.305316866,71447.113963191,70950.425977671,72044.389920109,68331.029921991,66866.38624466,63874.474775249,62799.984604634,62887.524545337,67227.473343047,67464.883583723,67148.321764427,66481.096192797,67855.845992944,68819.07367189,67119.689290087,61858.695785696,64343.303202553,62370.501171329,62934.929048521,62737.953314662,59222.973964332,58247.897279958,58605.052720426,56841.471321673,56042.78940958,49993.983425163,44719.260782902,48023.246192316,48824.003167837
GWP_100_AR5_GHG,DEU,Germany,DEA3,Münster,58622.470604952,57329.184928808,54626.427654668,53961.307781337,53106.069670795,52456.217970058,53531.576893762,51041.321502191,50554.362028538,48265.848932691,47761.209813511,48638.851862304,48219.170667951,48151.418417783,47624.155192925,46708.029009661,45027.390354812,44679.410643451,44185.431150893,41368.47984385,42718.978483832,42070.974696543,42483.712238846,43938.737398021,40411.808307005,31368.101634268,31728.253937555,31266.181808482,30516.674806134,28622.578369672,29678.383928759,31926.0220796,30383.125751738
GWP_100_AR5_GHG,DEU,Germany,DEA4,Detmold,25927.074627814,25722.02094554,24286.672054296,24227.357420057,23723.089267915,23488.960389567,24245.838332276,23182.265726366,23017.357808883,22028.818383688,21578.849483243,21683.471171358,21259.152675832,21268.206344853,20883.936922811,20385.076723607,20538.766343215,19678.646169444,19495.206617174,18509.742411335,19106.704647372,18481.030359006,18655.193433442,18862.859620797,17944.724676536,17772.474616707,16355.921298883,16075.836746623,15828.827520943,14986.638683108,13882.316093654,14598.107698764,14977.030232397
GWP_100_AR5_GHG,DEU,Germany,DEA5,Arnsberg,65329.413479733,64122.902146812,60718.828779033,59891.69051832,59208.22066863,58807.932372006,60236.482244489,57471.489732462,56639.74462024,54290.422624279,52996.258292163,54676.554180712,53845.973776291,54658.356629259,53808.096895141,51596.656072178,52292.298105996,52183.882375337,53792.310962919,49908.313050135,51164.175150952,49514.968488527,47812.988083394,52841.033432233,52762.538832486,49984.862525184,50421.572501422,47694.98454239,45857.80451991,38943.902627988,34230.747758743,36510.880773997,35331.073539711
GWP_100_AR5_GHG,DEU,Germany,DEB1,Koblenz,13319.764514895,13490.323436848,12878.151230811,13083.701630159,12733.326506983,12766.754043618,13089.795460587,12783.992272827,12833.567619378,12413.522961796,12090.393023936,12110.191214786,11710.572469644,11482.197443906,11399.856383046,11049.021382589,11078.100501381,10314.96898397,10758.264671822,10191.203568568,10642.869286972,10200.108646921,10214.629386345,10635.941792742,10244.094467403,10491.084218692,10660.985649928,10697.716624006,10460.686633097,10523.155182164,10004.905153402,10149.24284583,9881.4602605654
GWP_100_AR5_GHG,DEU,Germany,DEB2,Trier,5312.3134847246,5372.9379386393,5153.0911702991,5244.9859075573,5121.6457788541,5123.5791018563,5267.9787042253,5177.6361099455,5244.4404250565,5117.2554620263,5000.5981783745,4991.0462351925,4847.1706094123,4786.656763389,4768.2684577955,4594.4550306724,4568.6744061046,4239.3203527072,4442.9330678587,4263.6287661671,4399.5742918017,4265.5850442843,4289.1572876761,4442.2605875395,4308.3638982028,4404.3383262883,4481.9714036011,4509.1448093845,4453.8469785312,4486.2923890767,4242.4738512681,4273.5610026636,4177.5583548617
GWP_100_AR5_GHG,DEU,Germany,DEB3,Rheinhessen-Pfalz,47148.326849598,47335.258104132,45495.843198738,43125.313896071,44531.951438579,41316.314346318,42984.617644267,40594.619604737,26952.517373121,24719.88964634,25094.744198555,24241.664275183,23964.545287581,25122.995606905,24035.629351433,25078.371810436,24768.548539118,24865.179544157,25777.506891377,23741.065823743,24783.992090056,23351.685812329,23296.656348127,23289.247239793,22280.859191596,22691.989635051,23267.08092195,23517.553967062,21766.618004496,21513.072685084,21453.528885974,21886.467024235,20272.824462806
GWP_100_AR5_GHG,DEU,Germany,DEC0,Saarland,34005.051955745,32342.022814042,30438.794690419,29598.180726024,29691.332376694,29194.964367288,29394.396257926,28036.992911355,28155.679948417,26336.146613437,26564.360330934,26459.184675177,24839.000138167,25139.276664548,24684.039723504,24064.680039575,24959.075818817,24145.759170719,23365.671636752,21123.585533459,22716.286048595,22947.968399475,22936.847139031,23708.888441134,22579.442311964,22411.15540315,22016.318861865,21563.685098172,19922.579782875,17530.317016372,15143.880552858,17119.753011012,18675.749564564
GWP_100_AR5_GHG,DEU,Germany,DED2,Dresden,26359.874187285,24825.453977461,23654.342683847,22762.953954145,21869.319626277,22506.839974705,22772.692094437,21792.472421215,21448.035654509,20612.967095561,24406.674177243,24886.163951368,24469.042133162,24469.139337914,24075.48674061,23246.27602973,23248.217178907,22448.587745153,21947.93957539,20568.534546065,21199.342264527,20768.444841673,24335.874009948,25160.634774316,23986.968179098,23544.877145022,23248.268623783,22436.464393016,22249.163601792,19502.018984309,17199.696998216,18981.662854455,20890.724264493
GWP_100_AR5_GHG,DEU,Germany,DED4,Chemnitz,15108.959928387,15161.535831457,14247.297954828,14260.011319125,13812.192311694,13806.843392491,14266.070440814,13814.852209101,13653.627280936,13152.888467425,12807.79243004,13032.191250773,12621.256331307,12200.173682656,11981.065804325,11660.561866909,11684.535726661,10892.417290546,11173.299941494,10670.110335378,11083.676854959,10588.127139951,10682.171735877,10941.994122862,10530.332657919,10678.117248157,10843.196718418,10764.007595602,10484.306196594,10332.788016125,9783.0165595122,9982.7557090307,9858.9088152598
GWP_100_AR5_GHG,DEU,Germany,DED5,Leipzig,14529.895903802,13771.365822195,12858.425260912,12484.649128721,12023.198616159,11987.261984438,12460.301201078,11956.45687921,11647.216639624,15786.632592325,19950.502028631,19213.79609728,19003.807690613,19146.521804256,18843.136129463,18251.577876909,18256.039295131,17992.619434257,17710.164797257,16481.806685905,16863.917347375,16679.846078654,16839.153257555,17586.065806396,16697.4528062,16382.30774225,16118.227888946,15481.324260799,15406.458293614,13469.788115342,11898.903133927,13151.593707227,14519.938732879
GWP_100_AR5_GHG,DEU,Germany,DEE0,Sachsen-Anhalt,61483.529765362,58341.694362833,55576.296529719,54294.377098507,54099.20690284,54246.165928411,60018.356543572,58308.606436987,56588.137431067,55136.975119266,54345.070690151,54213.229324599,53425.961701705,53232.987397534,52518.611358529,51768.524117497,51121.79323001,51145.57026312,49819.265139918,48727.970136158,50233.681907169,48444.172789924,48681.208671607,49449.0987879,47838.538024035,48450.053257173,48649.375878019,48258.465728006,46424.748086824,44669.018948471,42922.611117481,44264.811641495,43116.173131655
GWP_100_AR5_GHG,DEU,Germany,DEF0,Schleswig-Holstein,45337.781346677,43174.055697507,41006.270478963,40251.599900386,38776.719324895,38478.948301282,38901.323386317,37560.098330242,36665.275147618,35409.81590414,34820.959894967,35057.602182432,34416.471873348,35372.463057713,34583.895330807,33938.332921029,33664.934591712,33369.152015711,34080.797674584,32053.196972433,34102.268371993,32500.722248123,33205.380992696,33612.53762121,32514.305309572,33343.448617009,33582.303543782,33375.302477737,31862.487850444,30614.806869337,28410.946968638,29229.435910981,28202.323603089
GWP_100_AR5_GHG,DEU,Germany,DEG0,Thüringen,28141.480128389,28129.160336652,26465.646924611,26438.395882553,25852.234363694,25953.127649989,26888.41667958,26208.324118255,25854.679743047,25207.281655604,24471.66498824,24564.800009702,23826.067719547,23268.866642183,22890.831264816,22185.366799095,22318.374965263,21159.514407334,21340.700049969,20337.02653989,21244.777210359,20408.895711069,20330.652108524,20314.649207129,20000.182994591,20231.981203505,20717.328901594,20776.851553505,20181.654639054,20129.506426616,19311.857393367,19559.434319038,19032.965081883
GWP_100_AR5_GHG,DNK,Denmark,DK,,1554.9129026561,2014.909346714,1948.6393808612,1970.4212529182,1991.6530718331,2057.687422803,2236.6314486251,2281.9864694393,2052.0126169767,2335.4387907888,2321.0937518219,2403.818864923,2298.8642057748,2387.3625891,2412.9281134175,2459.1225779309,2357.9219004215,2194.715968121,2295.8375117786,1996.5580150253,1857.6279424691,1697.7460326281,1544.852586418,1480.0411760258,1372.5783242011,1386.4753403317,1387.3478971734,1328.9206244358,1257.7895787467,1075.6302648875,804.76005593793,803.74530395871,839.93643365951
GWP_100_AR5_GHG,DNK,Denmark,DK01,Hovedstaden,10918.067636883,12393.242606911,10889.836855688,11383.191058976,13121.795821155,13261.897164998,16858.10618281,14816.759874573,13823.391572029,13149.253139421,12236.915280509,12503.31195449,12252.863829935,12224.511946675,10778.800720879,9837.2937223117,11098.580093757,9952.5082776361,9374.0971817196,9264.6237875057,9351.2522896204,7823.3531091795,6992.0567649286,7358.5466699952,6400.9207011356,6146.8994492069,6481.4012949598,5603.6772835361,5603.5954030184,5174.6647037764,4991.542163099,4827.875726136,4444.9096018694
GWP_100_AR5_GHG,DNK,Denmark,DK02,Sjælland,17782.454412583,20693.330344647,17394.240863902,18052.910581076,18897.918845485,16895.2997844,20729.192111986,17117.876206143,14920.329330967,13760.620519426,12578.220611798,13007.191026306,12977.442927593,14373.487531767,12697.843458848,11877.717368946,14227.123486468,13128.298149754,12367.931685634,11933.535440274,11529.095375494,10873.900627343,9679.8483240764,10029.594267729,9212.4007500953,8818.198901406,9149.4552396652,9387.1166666858,9447.9451017721,8269.5716920066,6634.9233191209,7024.3824238009,6912.5720597728
GWP_100_AR5_GHG,DNK,Denmark,DK03,Syddanmark,14052.688900675,17186.927563765,18175.545344977,18750.874017415,19297.612064037,18328.780807723,20698.880372914,18526.326456292,17266.022137793,16698.077137132,15999.710319824,16237.739974262,16012.808658923,17718.14819325,16260.725502162,15700.515283412,16842.285131342,16050.826875672,15253.856801627,14928.579922223,15147.896545157,13656.827455169,12788.79622875,13270.950354637,12556.169733232,12323.846220556,12712.976831073,12754.647566617,12785.699149454,11826.068510067,11805.32854902,13207.230794813,12947.045605727
GWP_100_AR5_GHG,DNK,Denmark,DK04,Midtjylland,15310.329945209,17157.313607908,15564.124874731,16229.259450202,16681.855226342,16559.790122394,18755.267748355,17304.520816578,16566.577787704,16056.208417035,15451.811842321,15839.485670456,15749.194490646,16994.546267361,16120.539305408,15375.248658952,16633.764273259,15752.286072959,15249.491694047,14892.756775864,15334.79810996,14205.903221036,13086.176191905,13722.039781173,12735.221097516,12527.754486773,12975.351703882,11203.61904305,11263.854576934,11161.819427242,10632.331982211,11144.149997884,10745.239516175
GWP_100_AR5_GHG,DNK,Denmark,DK05,Nordjylland,9839.1081593148,10808.821773225,10329.816559072,10590.028889448,10817.930712646,10731.49918751,12108.686761212,11550.430808255,12902.69507948,12546.687594474,11983.356682535,12241.147464254,12131.486340138,13243.572164976,12629.503112071,12007.126736298,13322.951403801,12797.099272509,11679.934936058,10790.179173925,10926.355155736,10576.819182457,9883.1021399884,10294.690839047,9713.7662500696,8849.2055597037,9295.5680835999,9560.7862118445,9619.1053363864,9111.3388966671,9185.120450863,10081.956781284,9905.4735450764
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES,,11000.376356357,10756.70504575,11091.182840681,10642.602621405,10553.61016436,10815.101435039,11675.443415691,10624.811670429,11522.54810992,11787.292002099,11410.109500251,11414.199300753,11138.249346646,11834.689519006,12560.377275,13304.962244582,13986.661044604,13618.044497856,12844.161216073,11170.431478789,11690.005427586,10218.816679768,9399.2596202357,7355.5500277346,7036.860805925,7773.1377461933,8805.8286600067,10409.736213714,10758.437634099,11243.522806908,6155.50953534,6776.2320965816,8811.0698916452
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES11,Galicia,24654.857961187,24959.24676895,26404.4572551,25145.675342775,25595.972686527,26809.117348642,25630.484575766,26850.14498736,27130.545706263,29158.465198155,30516.391673179,29141.037727818,31500.553246415,30708.440933644,32263.141713998,31703.295851927,29985.390812543,32418.666496597,28971.637357806,25772.957665146,24103.575075746,25488.321260809,25632.400084289,22683.35721174,23506.301923124,25748.595951086,23949.557203233,25747.440656462,24281.708478531,20244.089332044,17065.317516459,18304.693505355,18034.408202252
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES12,Principado de Asturias,34685.342615965,34869.381008323,33486.32207296,32499.192815546,32918.764675105,33526.738859748,30336.685200665,32942.068747159,31984.863223935,33637.396398393,35704.424023661,33195.287117919,35485.631797325,36664.865429142,36925.696845248,37108.884299913,32122.032915761,34887.362378524,29607.641384187,23295.058933909,22425.899405017,26139.022089567,28038.28253484,22936.137956224,23268.206622028,24177.371203257,20783.901105115,23673.291717371,21794.746625221,16790.724004894,14065.805707695,15436.404542923,18170.670554847
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES13,Cantabria,3288.0161721142,3364.9608345284,3345.0784846865,3191.2328421612,3396.2589268365,3563.1236126247,3544.2889283749,3751.5124955604,3873.2430798213,4107.2094517087,4317.8092794587,4901.6931351258,4697.6420711235,4813.7484178204,5016.0424651202,5074.6920886343,4977.3807623411,5095.7888802059,4733.5757890776,4374.8103129867,4282.0364863065,4083.1313270407,4100.6728445005,3867.7371801871,3813.5229240564,3832.0835449118,3742.6843145443,4052.8590445899,4004.5127325311,3826.1966394462,3417.1980773359,3564.4098467111,3934.1358170405
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES21,País Vasco,12251.150968986,12807.403178097,13747.994506709,12550.451364532,13297.527192938,14048.015922659,13679.603670393,14399.046292683,15029.215004993,16239.867338208,17207.106265273,17772.938052198,18226.293206787,19213.592635774,20029.125316092,22379.956443853,21288.912438506,21144.680019037,20722.419791001,19147.693536183,18098.991133923,17310.634751699,16604.241209703,14946.095203471,14796.471644565,15603.676571917,15827.522963728,15888.977262837,15460.571877649,15642.549505403,13980.299507914,14695.852402669,15653.625574756
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES22,Comunidad Foral de Navarra,4194.2321012044,4320.6313055106,4314.6568278278,4255.5377531755,4507.3002250515,4828.4143520045,4890.8793515347,5159.1587670087,5485.1436568927,5810.3485678253,6014.0571625297,6079.3893248992,6938.4880232314,8467.7006911996,8988.8456912882,8891.345130527,8747.8332025849,8625.4213980736,8743.4950603554,7899.3969976082,7494.5396901261,6938.4333048837,6366.7625668893,5984.2768002728,5842.2656053668,5878.7987592436,5939.9620485078,6223.3011041049,6191.1684971274,6528.9393380754,5906.3412761765,6155.3043653795,6655.2272253573
GWP_100_AR5_GHG,ESP,Spain and Andorra,ES23,La Rioja,1257.9032043542,1311.325619514,1339.4838492668,1355.1710474115,1414.3355352583,1472.7053511862,1535.5930560813,1580.9981289226,1694.1451994904,1780.6501359986,1850.3388706726,1891.311874009,1923.3112750639,2038.6296593337,2112.8865199071,3492.5989596812,3427.9935041993,3304.0194117534,3384.643277667,3104.8388772161,2905.0411580935,2567.0077611287,2323.0179841941,2242.7791619548,2190.7290774533,2239.487779051,2247.7354719111,2377.5064379064,2330.2469774814,2556.483616302,2230.5372062777,2340.9510890857,2587.965437716
